"Station Name","TORONTO"
"Province","ONTARIO"
"Latitude","43.67"
"Longitude","-79.40"
"Elevation","112.50"
"Climate Identifier","6158350"
"WMO Identifier","71266"
"TC Identifier",""

"Legend"
"B","More than one occurrence and estimated"
"E","Estimated"
"M","Missing"
"S","More than one occurrence"
"T","Trace"
"[empty]","No data available"
"^","The value displayed is based on incomplete data"

"Date/Time","Year","Month","Mean Max Temp (°C)","Mean Max Temp Flag","Mean Min Temp (°C)","Mean Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Extr Max Temp (°C)","Extr Max Temp Flag","Extr Min Temp (°C)","Extr Min Temp Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow Grnd Last Day (cm)","Snow Grnd Last Day Flag","Dir of Max Gust (10's deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"1858-09","1858","09","19.8","","10.5","","15.2","","27.2","S","2.2","","19.1","","0.0","","19.1","","","",,"",,""
"1858-10","1858","10","13.3","","6.4","","9.9","","24.4","","0.0","","46.2","","0.0","T","46.2","","","",,"",,""
"1858-11","1858","11","3.3","","-1.1","","1.1","","11.7","","-9.4","","99.1","","10.2","","109.0","","","",,"",,""
"1858-12","1858","12","0.7","","-5.9","","-2.6","","7.2","","-15.6","","42.4","","26.4","","68.8","","","",,"",,""
"1859-01","1859","01","-0.8","","-7.4","","-4.1","","6.1","","-32.8","","37.1","","41.7","","78.7","","","",,"",,""
"1859-02","1859","02","-0.1","","-6.8","","-3.5","","7.8","","-16.7","","11.9","","21.1","","33.0","","","",,"",,""
"1859-03","1859","03","5.6","","-0.8","","2.4","","12.2","","-12.2","","103.9","","2.5","","106.4","","","",,"",,""
"1859-04","1859","04","8.1","","0.6","","4.4","","18.3","","-5.0","","64.8","","3.0","","67.8","","","",,"",,""
"1859-05","1859","05","17.4","","8.4","","12.9","","26.7","","4.4","S","87.6","","0.0","","87.6","","","",,"",,""
"1859-06","1859","06","19.4","","9.9","","14.7","","30.0","","0.0","","104.4","","0.0","T","104.4","","","",,"",,""
"1859-07","1859","07","23.7","","15.2","","19.5","","31.1","","7.2","S","66.5","","0.0","","66.5","","","",,"",,""
"1859-08","1859","08","23.8","","15.3","","19.6","","27.8","S","7.8","","101.9","","0.0","","101.9","","","",,"",,""
"1859-09","1859","09","17.0","","9.7","","13.4","","23.9","S","2.2","","90.4","","0.0","","90.4","","","",,"",,""
"1859-10","1859","10","10.3","","2.9","","6.6","","21.1","","-5.6","","24.1","","0.0","T","24.1","","","",,"",,""
"1859-11","1859","11","6.7","","0.5","","3.6","","17.2","","-5.6","","132.3","","1.5","","133.9","","","",,"",,""
"1859-12","1859","12","-3.7","","-10.6","","-7.2","","12.8","","-21.1","","26.4","","95.0","","121.4","","","",,"",,""
"1860-01","1860","01","-1.2","","-8.0","","-4.6","","7.8","","-21.7","","18.8","","22.1","","40.9","","","",,"",,""
"1860-02","1860","02","-1.4","","-9.2","","-5.3","","10.0","","-22.8","","34.3","","47.8","","82.0","","","",,"",,""
"1860-03","1860","03","5.5","","-2.6","","1.5","","19.4","","-10.6","","22.9","","6.1","","29.0","","","",,"",,""
"1860-04","1860","04","8.4","","0.2","","4.3","","16.7","","-6.7","","32.8","","0.8","","33.5","","","",,"",,""
"1860-05","1860","05","17.8","","8.8","","13.3","","23.9","","0.6","","47.0","","0.0","","47.0","","","",,"",,""
"1860-06","1860","06","22.6","","12.9","","17.8","","27.8","","9.4","S","54.9","","0.0","","54.9","","","",,"",,""
"1860-07","1860","07","22.8","","13.3","","18.1","","31.1","","6.7","","110.7","","0.0","","110.7","","","",,"",,""
"1860-08","1860","08","23.2","","13.6","","18.4","","30.6","","8.3","","87.1","","0.0","","87.1","","","",,"",,""
"1860-09","1860","09","17.3","","8.6","","13.0","","24.4","","-1.7","","50.0","","0.0","","50.0","","","",,"",,""
"1860-10","1860","10","12.1","","5.3","","8.7","","20.0","","-2.2","","41.9","","0.0","T","41.9","","","",,"",,""
"1860-11","1860","11","6.3","","0.9","","3.6","","18.3","","-10.6","","65.5","","4.8","","70.4","","","",,"",,""
"1860-12","1860","12","-1.8","","-7.1","","-4.5","","3.9","","-21.7","","34.8","","34.3","","69.1","","","",,"",,""
"1861-01","1861","01","-3.8","","-10.0","","-6.9","","2.8","","-23.9","","17.5","","52.3","","69.9","","","",,"",,""
"1861-02","1861","02","0.2","","-7.4","","-3.6","","7.8","","-29.4","","20.8","","75.4","","96.3","","","",,"",,""
"1861-03","1861","03","0.8","","-6.3","","-2.8","","8.3","","-20.6","","54.4","","18.0","","72.4","","","",,"",,""
"1861-04","1861","04","9.8","","1.9","","5.9","","19.4","","-4.4","","42.2","","17.5","","59.7","","","",,"",,""
"1861-05","1861","05","13.2","","4.5","","8.9","","22.8","","-2.2","","86.4","","1.3","","87.6","","","",,"",,""
"1861-06","1861","06","21.3","","10.8","","16.1","","31.1","","5.6","S","59.2","","0.0","","59.2","","","",,"",,""
"1861-07","1861","07","23.7","","13.5","","18.6","","29.4","","8.3","S","67.6","","0.0","","67.6","","","",,"",,""
"1861-08","1861","08","23.6","","14.5","","19.1","","29.4","","8.3","","76.2","","0.0","","76.2","","","",,"",,""
"1861-09","1861","09","19.1","","11.0","","15.1","","26.1","","2.8","","92.2","","0.0","","92.2","","","",,"",,""
"1861-10","1861","10","12.9","","5.4","","9.2","","21.7","","-1.7","","51.3","","0.0","T","51.3","","","",,"",,""
"1861-11","1861","11","5.8","","0.1","","3.0","","11.1","S","-5.0","S","109.7","","8.1","","117.9","","","",,"",,""
"1861-12","1861","12","2.8","","-4.3","","-0.8","","12.8","S","-14.4","","14.2","","17.3","","31.5","","","",,"",,""
"1862-01","1862","01","-2.4","","-9.4","","-5.9","","7.2","","-19.4","","3.0","","69.6","","72.6","","","",,"",,""
"1862-02","1862","02","-2.1","","-9.2","","-5.7","","3.3","","-20.6","S","4.8","","58.7","","63.5","","","",,"",,""
"1862-03","1862","03","1.5","","-4.9","","-1.7","","6.1","","-13.3","","65.3","","47.0","","112.3","","","",,"",,""
"1862-04","1862","04","7.9","","0.8","","4.4","","20.0","","-9.4","","57.4","","0.5","","57.9","","","",,"",,""
"1862-05","1862","05","16.4","","5.6","","11.0","","26.1","","0.0","","36.8","","0.0","","36.8","","","",,"",,""
"1862-06","1862","06","20.7","","10.5","","15.6","","29.4","","3.9","","26.2","","0.0","","26.2","","","",,"",,""
"1862-07","1862","07","24.7","","14.5","","19.6","","35.6","","8.9","","136.4","","0.0","","136.4","","","",,"",,""
"1862-08","1862","08","24.6","","14.6","","19.6","","32.2","","6.1","","88.6","","0.0","","88.6","","","",,"",,""
"1862-09","1862","09","20.0","","11.5","","15.8","","26.1","","3.9","","60.2","","0.0","","60.2","","","",,"",,""
"1862-10","1862","10","12.7","","5.3","","9.0","","25.0","","-3.3","","69.1","","1.3","","70.4","","","",,"",,""
"1862-11","1862","11","4.8","","-0.8","","2.0","","14.4","","-8.9","","56.4","","13.5","","69.9","","","",,"",,""
"1862-12","1862","12","1.2","","-4.6","","-1.7","","10.0","S","-19.4","","49.5","","26.4","","75.9","","","",,"",,""
"1863-01","1863","01","0.8","","-5.0","","-2.1","","8.3","","-25.6","","29.0","","52.3","","81.3","","","",,"",,""
"1863-02","1863","02","-1.1","","-9.2","","-5.2","","5.6","","-28.9","","37.1","","55.9","","93.0","","","",,"",,""
"1863-03","1863","03","0.5","","-7.0","","-3.3","","5.6","S","-20.0","","17.5","","29.0","","46.5","","","",,"",,""
"1863-04","1863","04","10.0","","0.8","","5.4","","20.6","","-12.8","","56.6","","4.1","","60.7","","","",,"",,""
"1863-05","1863","05","17.4","","7.9","","12.7","","26.1","S","2.2","","85.9","","0.3","","86.1","","","",,"",,""
"1863-06","1863","06","20.7","","11.2","","16.0","","29.4","","2.8","","43.2","","0.0","","43.2","","","",,"",,""
"1863-07","1863","07","23.8","","15.3","","19.6","","28.9","","8.9","S","87.6","","0.0","","87.6","","","",,"",,""
"1863-08","1863","08","24.3","","14.4","","19.4","","31.1","","5.6","","56.6","","0.0","","56.6","","","",,"",,""
"1863-09","1863","09","18.1","","8.3","","13.2","","26.7","","-0.6","","31.8","","0.0","","31.8","","","",,"",,""
"1863-10","1863","10","11.6","","4.7","","8.2","","18.9","","-0.6","S","64.5","","0.0","","64.5","","","",,"",,""
"1863-11","1863","11","7.1","","0.8","","4.0","","19.4","","-7.8","","93.2","","0.3","","93.5","","","",,"",,""
"1863-12","1863","12","1.1","","-6.3","","-2.6","","11.7","","-18.9","","75.4","","18.0","","93.5","","","",,"",,""
"1864-01","1864","01","-1.4","","-8.1","","-4.8","","6.7","S","-22.8","","29.7","","66.8","","96.5","","","",,"",,""
"1864-02","1864","02","-0.2","","-7.3","","-3.8","","7.2","","-26.1","","10.2","","24.1","","34.3","","","",,"",,""
"1864-03","1864","03","2.0","","-5.3","","-1.7","","10.0","","-16.1","S","41.7","","9.4","","51.1","","","",,"",,""
"1864-04","1864","04","8.6","","1.5","","5.1","","15.0","","-2.2","","93.0","","8.9","","101.9","","","",,"",,""
"1864-05","1864","05","17.1","","7.9","","12.5","","26.1","","0.0","","104.1","","0.0","","104.1","","","",,"",,""
"1864-06","1864","06","22.8","","11.6","","17.2","","33.9","","1.7","","14.7","","0.0","","14.7","","","",,"",,""
"1864-07","1864","07","26.7","","15.5","","21.1","","32.2","","9.4","","34.3","","0.0","","34.3","","","",,"",,""
"1864-08","1864","08","25.2","","16.4","","20.8","","34.4","","8.3","","129.3","","0.0","","129.3","","","",,"",,""
"1864-09","1864","09","17.8","","9.4","","13.6","","22.8","","3.3","","64.3","","0.0","","64.3","","","",,"",,""
"1864-10","1864","10","11.2","","4.3","","7.8","","19.4","","-2.2","","85.1","","0.0","T","85.1","","","",,"",,""
"1864-11","1864","11","6.1","","-0.3","","2.9","","15.6","S","-6.1","S","96.5","","11.4","","108.0","","","",,"",,""
"1864-12","1864","12","0.1","","-6.8","","-3.4","","10.0","","-23.3","","52.3","","68.8","","121.2","","","",,"",,""
"1865-01","1865","01","-4.1","","-12.1","","-8.1","","2.8","S","-22.8","","11.2","","37.6","","48.8","","","",,"",,""
"1865-02","1865","02","-1.9","","-9.1","","-5.5","","5.6","S","-23.3","","20.8","","42.7","","63.5","","","",,"",,""
"1865-03","1865","03","4.1","","-3.8","","0.2","","13.3","","-20.0","","77.7","","48.0","","125.7","","","",,"",,""
"1865-04","1865","04","10.4","","1.6","","6.0","","17.2","","-5.0","","101.1","","5.1","","106.2","","","",,"",,""
"1865-05","1865","05","16.3","","6.4","","11.4","","26.1","","-1.1","S","102.4","","0.0","","102.4","","","",,"",,""
"1865-06","1865","06","23.4","","13.7","","18.6","","32.2","","6.1","","51.1","","0.0","","51.1","","","",,"",,""
"1865-07","1865","07","23.4","","13.1","","18.3","","28.3","","7.8","S","63.0","","0.0","","63.0","","","",,"",,""
"1865-08","1865","08","23.9","","13.1","","18.5","","31.1","S","6.7","","51.1","","0.0","","51.1","","","",,"",,""
"1865-09","1865","09","23.3","","14.0","","18.7","","32.8","","5.6","","62.7","","0.0","","62.7","","","",,"",,""
"1865-10","1865","10","11.3","","3.4","","7.4","","21.7","","-5.6","","69.6","","11.4","","81.0","","","",,"",,""
"1865-11","1865","11","7.2","","0.6","","3.9","","17.2","","-4.4","S","24.9","","2.8","","27.7","","","",,"",,""
"1865-12","1865","12","1.5","","-4.8","","-1.7","","12.2","","-14.4","S","44.2","","13.2","","57.4","","","",,"",,""
"1866-01","1866","01","-3.1","","-10.8","","-7.0","","6.7","S","-25.6","","13.7","","26.2","","39.9","","","",,"",,""
"1866-02","1866","02","-1.8","","-9.1","","-5.5","","7.2","S","-22.2","","21.1","","42.9","","64.0","","","",,"",,""
"1866-03","1866","03","0.6","","-5.7","","-2.6","","7.8","","-13.3","","49.0","","18.3","","67.3","","","",,"",,""
"1866-04","1866","04","11.7","","2.2","","7.0","","21.7","","-1.7","S","42.7","","0.0","T","42.7","","","",,"",,""
"1866-05","1866","05","14.2","","4.3","","9.3","","22.8","","0.6","","72.4","","0.0","","72.4","","","",,"",,""
"1866-06","1866","06","20.8","","10.8","","15.8","","32.8","","4.4","","69.3","","0.0","","69.3","","","",,"",,""
"1866-07","1866","07","26.4","","15.9","","21.2","","34.4","","8.9","","137.9","","0.0","","137.9","","","",,"",,""
"1866-08","1866","08","20.9","","11.5","","16.2","","25.0","S","5.6","","114.3","","0.0","","114.3","","","",,"",,""
"1866-09","1866","09","17.8","","9.3","","13.6","","26.7","","1.1","","144.0","","0.0","","144.0","","","",,"",,""
"1866-10","1866","10","14.2","","6.6","","10.4","","21.7","S","0.0","S","63.2","","0.0","T","63.2","","","",,"",,""
"1866-11","1866","11","6.6","","0.7","","3.7","","12.2","S","-5.6","","75.7","","5.6","","81.3","","","",,"",,""
"1866-12","1866","12","-0.4","","-6.6","","-3.5","","10.6","","-20.6","","71.1","","39.4","","110.5","","","",,"",,""
"1867-01","1867","01","-4.9","","-11.3","","-8.1","","6.7","","-20.6","","0.0","T","106.7","","106.7","","","",,"",,""
"1867-02","1867","02","1.3","","-5.7","","-2.2","","6.7","S","-17.8","","34.0","","34.0","","68.1","","","",,"",,""
"1867-03","1867","03","1.1","","-6.0","","-2.5","","8.3","","-16.1","","16.0","","84.8","","100.8","","","",,"",,""
"1867-04","1867","04","8.8","","1.0","","4.9","","18.9","","-3.9","","55.1","","18.3","","73.4","","","",,"",,""
"1867-05","1867","05","12.7","","4.3","","8.5","","18.3","","-3.9","","82.6","","0.0","T","82.6","","","",,"",,""
"1867-06","1867","06","23.1","","13.2","","18.2","","31.7","","6.7","","22.6","","0.0","","22.6","","","",,"",,""
"1867-07","1867","07","25.4","","14.7","","20.1","","34.4","","8.9","","50.3","","0.0","","50.3","","","",,"",,""
"1867-08","1867","08","26.0","","14.9","","20.5","","35.0","","5.6","","62.2","","0.0","","62.2","","","",,"",,""
"1867-09","1867","09","20.4","","9.7","","15.1","","30.6","","0.0","","31.2","","0.0","","31.2","","","",,"",,""
"1867-10","1867","10","14.9","","5.8","","10.4","","23.9","","-0.6","","50.8","","0.0","","50.8","","","",,"",,""
"1867-11","1867","11","7.4","","0.3","","3.9","","15.6","","-11.1","","47.0","","2.3","","49.3","","","",,"",,""
"1867-12","1867","12","-1.4","","-9.2","","-5.3","","10.0","","-25.0","","36.1","","34.5","","70.6","","","",,"",,""
"1868-01","1868","01","-4.3","","-11.2","","-7.8","","3.9","","-21.7","","0.0","T","37.1","","37.1","","","",,"",,""
"1868-02","1868","02","-3.0","","-13.2","","-8.1","","7.2","","-24.4","","1.0","","83.3","","84.3","","","",,"",,""
"1868-03","1868","03","3.9","","-4.4","","-0.3","","15.0","","-26.7","","67.8","","10.7","","78.5","","","",,"",,""
"1868-04","1868","04","7.9","","-1.2","","3.4","","17.8","S","-12.8","","25.7","","13.5","","39.1","","","",,"",,""
"1868-05","1868","05","15.4","","6.9","","11.2","","22.8","S","0.6","S","195.1","","0.0","","195.1","","","",,"",,""
"1868-06","1868","06","21.5","","11.3","","16.4","","28.9","","3.3","","56.6","","0.0","","56.6","","","",,"",,""
"1868-07","1868","07","29.7","","19.1","","24.4","","33.9","S","15.0","","13.2","","0.0","","13.2","","","",,"",,""
"1868-08","1868","08","25.0","","14.6","","19.8","","28.9","S","8.3","","39.9","","0.0","","39.9","","","",,"",,""
"1868-09","1868","09","17.9","","10.1","","14.0","","24.4","","2.2","","108.5","","0.0","","108.5","","","",,"",,""
"1868-10","1868","10","9.9","","2.4","","6.2","","20.0","","-4.4","S","35.1","","5.1","","40.1","","","",,"",,""
"1868-11","1868","11","5.2","","-0.1","","2.6","","10.6","","-5.6","","131.3","","10.9","","142.2","","","",,"",,""
"1868-12","1868","12","-1.6","","-8.2","","-4.9","","6.7","","-19.4","","0.3","","39.4","","39.6","","","",,"",,""
"1869-01","1869","01","1.4","","-5.6","","-2.1","","7.2","S","-18.3","","22.9","","24.9","","47.8","","","",,"",,""
"1869-02","1869","02","-0.9","","-8.1","","-4.5","","7.8","","-18.3","","4.3","","100.8","","105.2","","","",,"",,""
"1869-03","1869","03","-0.4","","-9.0","","-4.7","","8.3","","-20.6","","25.1","","38.1","","63.2","","","",,"",,""
"1869-04","1869","04","8.9","","0.2","","4.6","","22.2","","-8.3","","75.4","","1.3","","76.7","","","",,"",,""
"1869-05","1869","05","14.9","","5.9","","10.4","","23.3","S","-0.6","","71.4","","0.0","T","71.4","","","",,"",,""
"1869-06","1869","06","19.7","","9.9","","14.8","","27.2","S","2.2","","112.0","","0.0","","112.0","","","",,"",,""
"1869-07","1869","07","22.8","","14.3","","18.6","","29.4","","10.0","","117.3","","0.0","","117.3","","","",,"",,""
"1869-08","1869","08","22.3","","13.1","","17.7","","31.7","","6.7","","109.0","","0.0","","109.0","","","",,"",,""
"1869-09","1869","09","20.8","","12.1","","16.5","","27.2","","1.1","","102.4","","0.0","","102.4","","","",,"",,""
"1869-10","1869","10","10.1","","2.1","","6.1","","21.1","","-7.2","","24.6","","5.8","","30.5","","","",,"",,""
"1869-11","1869","11","3.4","","-2.8","","0.3","","14.4","","-10.6","S","64.8","","25.9","","90.7","","","",,"",,""
"1869-12","1869","12","1.2","","-4.3","","-1.6","","7.2","","-14.4","S","66.0","","18.0","","84.1","","","",,"",,""
"1870-01","1870","01","0.2","","-8.0","","-3.9","","7.2","","-19.4","","86.9","","54.1","","141.0","","","",,"",,""
"1870-02","1870","02","-2.2","","-9.5","","-5.9","","5.0","","-21.7","","13.2","","51.1","","64.3","","","",,"",,""
"1870-03","1870","03","0.6","","-6.4","","-2.9","","6.7","S","-15.0","","19.3","","158.5","","177.8","","","",,"",,""
"1870-04","1870","04","11.9","","2.6","","7.3","","19.4","","-1.1","S","54.6","","0.3","","54.9","","","",,"",,""
"1870-05","1870","05","19.2","","8.6","","13.9","","27.2","S","3.9","S","29.2","","0.0","","29.2","","","",,"",,""
"1870-06","1870","06","24.7","","14.1","","19.4","","31.1","S","10.0","S","205.5","","0.0","","205.5","","","",,"",,""
"1870-07","1870","07","25.3","","15.6","","20.5","","30.6","","8.9","","48.3","","0.0","","48.3","","","",,"",,""
"1870-08","1870","08","25.0","","13.9","","19.5","","28.9","S","4.4","","87.4","","0.0","","87.4","","","",,"",,""
"1870-09","1870","09","20.7","","12.3","","16.5","","25.6","S","7.8","S","173.0","","0.0","","173.0","","","",,"",,""
"1870-10","1870","10","14.7","","6.2","","10.5","","20.6","","-1.1","","68.8","","0.0","","68.8","","","",,"",,""
"1870-11","1870","11","6.8","","-1.0","","2.9","","13.9","","-7.2","","15.0","","7.9","","22.9","","","",,"",,""
"1870-12","1870","12","0.0","","-6.4","","-3.2","","7.2","S","-21.1","","61.7","","40.4","","102.1","","","",,"",,""
"1871-01","1871","01","-2.0","","-10.3","","-6.2","","7.8","","-25.0","","21.8","","110.7","","132.6","","","",,"",,""
"1871-02","1871","02","-0.6","","-9.1","","-4.9","","8.9","","-26.7","","1.0","","58.4","","59.4","","","",,"",,""
"1871-03","1871","03","4.9","","-1.7","","1.6","","15.0","","-8.3","","70.6","","33.0","","103.6","","","",,"",,""
"1871-04","1871","04","11.6","","1.9","","6.8","","22.8","","-3.3","","84.6","","3.3","","87.9","","","",,"",,""
"1871-05","1871","05","17.6","","6.3","","12.0","","29.4","","0.0","","58.4","","0.0","","58.4","","","",,"",,""
"1871-06","1871","06","21.9","","11.2","","16.6","","28.3","S","5.0","","85.1","","0.0","","85.1","","","",,"",,""
"1871-07","1871","07","24.5","","13.3","","18.9","","31.1","S","8.9","S","32.3","","0.0","","32.3","","","",,"",,""
"1871-08","1871","08","25.3","","14.4","","19.9","","32.2","","7.8","","71.1","","0.0","","71.1","","","",,"",,""
"1871-09","1871","09","18.1","","8.3","","13.2","","27.8","","1.1","","33.0","","0.0","","33.0","","","",,"",,""
"1871-10","1871","10","14.6","","4.8","","9.7","","22.2","","-1.7","S","30.5","","0.0","T","30.5","","","",,"",,""
"1871-11","1871","11","2.6","","-3.3","","-0.4","","8.3","S","-17.8","","67.6","","11.4","","79.0","","","",,"",,""
"1871-12","1871","12","-1.2","","-9.5","","-5.4","","8.9","","-29.4","","23.9","","36.1","","59.9","","","",,"",,""
"1872-01","1872","01","-2.3","","-10.1","","-6.2","","5.6","","-19.4","","5.6","","9.9","","15.5","","","",,"",,""
"1872-02","1872","02","-1.5","","-10.8","","-6.2","","7.2","","-20.0","","8.9","","18.5","","27.4","","","",,"",,""
"1872-03","1872","03","-1.2","","-10.9","","-6.1","","7.8","","-23.9","","17.8","","41.4","","59.2","","","",,"",,""
"1872-04","1872","04","10.0","","-0.4","","4.8","","21.1","S","-5.0","S","23.4","","1.8","","25.1","","","",,"",,""
"1872-05","1872","05","16.7","","5.2","","11.0","","26.1","S","0.0","","49.3","","0.0","","49.3","","","",,"",,""
